year_harvest	NUMD	IRR	ETP_1	ETP_2	ETP_3	ETP_4	ETP_5	ETP_6	ETP_7	ETP_8	ETP_9	PR_1	PR_2	PR_3	PR_4	PR_5	PR_6	PR_7	PR_8	PR_9	RV_1	RV_2	RV_3	RV_4	RV_5	RV_6	RV_7	RV_8	RV_9	SeqPR_1	SeqPR_2	SeqPR_3	SeqPR_4	SeqPR_5	SeqPR_6	SeqPR_7	SeqPR_8	SeqPR_9	Tn_1	Tn_2	Tn_3	Tn_4	Tn_5	Tn_6	Tn_7	Tn_8	Tn_9	Tx_1	Tx_2	Tx_3	Tx_4	Tx_5	Tx_6	Tx_7	Tx_8	Tx_9
24	44	5	0.39836	0.571379	1.08551	2.15965	2.45152	2.84413	3.59314	2.54094	2.09288	3.30743	4.38096	5.52951	0.683188	2.6291	2.33008	3.91041	3.87784	2.59771	59.851	87.4388	131.953	212.281	212.518	214.652	244.319	195.076	178.883	0.401843	0.533163	0.553456	0.22381	0.509217	0.53381	0.459447	0.478802	0.411905	2.27956	1.27461	0.482803	2.828	7.14753	11.554	14.5648	12.4694	11.2124	7.49499	6.88744	6.81694	10.5586	14.0144	18.2938	21.0195	17.8972	18.7785
27	44	5	0.238901	0.711116	1.00799	2.12752	2.04837	2.7897	3.30819	3.14543	2.903	2.85181	2.60686	4.69316	2.97113	5.29332	2.83536	2.05663	1.48349	0.328562	64.2139	107.534	122.12	198.454	186.23	219.556	223.789	221.511	209.969	0.574194	0.357653	0.722581	0.559524	0.728111	0.532857	0.380645	0.237788	0.107619	-4.94765	2.32866	-0.326683	4.40211	5.56986	10.4303	14.7726	12.2599	12.3625	1.03209	9.03183	5.6535	11.7643	12.0666	17.0752	22.007	20.5761	22.1628
29	44	5	0.263989	0.350335	1.07326	1.83869	2.62277	3.09075	2.75808	3.08319	2.32637	3.03426	3.74481	3.32364	3.77753	2.56532	3.11091	4.13221	1.99639	2.05407	66.9797	77.1905	136.742	170.292	217.508	233.44	201.889	215.08	172.98	0.377419	0.594388	0.470046	0.522381	0.443318	0.5	0.622581	0.281567	0.319048	-3.21435	-0.253365	1.11784	5.04226	5.35277	9.2337	12.7951	13.5805	13.2171	2.34591	4.66737	7.89006	12.8468	12.866	16.38	19.048	22.4647	22.3365
31	44	5	0.395358	0.751358	1.20818	1.23344	2.93744	3.93314	4.18177	3.24074	1.99014	0.799703	3.68017	2.264	8.85262	2.27085	1.23314	1.7759	2.03211	2.7367	91.384	106.737	138.913	139.707	238.743	276.821	275.563	230.051	177.842	0.111982	0.370918	0.381567	0.769524	0.496313	0.335238	0.398618	0.314747	0.205238	-1.21553	-0.550879	2.92261	1.52034	8.79954	10.7192	13.6274	13.3507	9.1574	6.07262	8.05568	10.7897	8.11004	17.6127	19.436	22.871	22.3396	18.5374
38	44	5	0.3686	0.52566	1.31113	1.72033	2.6594	3.76632	3.63538	2.75298	1.91855	5.3329	5.8973	2.02533	3.47872	3.68491	3.08139	4.53147	3.74898	1.86236	55.4232	82.2982	147.995	169.773	212.213	261.773	246.982	203.826	170.408	0.487558	0.555172	0.29447	0.444286	0.542857	0.377143	0.365438	0.467281	0.375714	0.969446	-2.09831	0.546119	3.48733	6.65882	11.1732	12.5601	11.5981	7.60538	8.18264	4.26738	8.84743	11.9603	14.4805	18.9504	20.4951	18.8508	16.1346
43	44	5	0.371519	0.783927	1.05224	1.79325	2.8417	4.20488	3.44306	3.26773	2.18955	5.92351	1.81198	4.59759	5.15935	2.90819	2.19655	5.2759	1.89068	1.31957	53.2387	106.921	103.423	171.551	224.805	288.499	238.681	223.904	186.133	0.771429	0.421939	0.626267	0.565714	0.61659	0.25	0.450691	0.304608	0.308095	0.720532	-0.172724	4.40708	2.92593	7.42095	10.6359	12.2192	12.7515	7.30596	6.67054	6.89005	12.104	9.98855	15.4288	19.6477	20.2228	22.267	17.5286
46	44	5	0.310025	0.679614	1.09126	1.63087	2.51865	3.76367	3.75617	2.82152	2.12621	6.97211	1.51606	3.31272	4.53022	4.2855	1.06981	2.34455	3.03345	1.69369	51.6777	104.289	137.71	161.779	206.042	255.481	254.958	201.413	173.496	0.629032	0.397044	0.428571	0.657143	0.580645	0.405238	0.341014	0.476498	0.344762	0.111003	-1.34941	-0.450899	2.39542	6.21678	11.6993	12.2857	12.4952	10.2721	6.34779	7.09292	7.83357	9.55126	13.8314	20.6964	20.8593	21.3573	20.0756
49	44	5	0.507545	0.682742	1.07287	2.01857	2.39243	3.16322	3.88565	3.01807	2.24988	0.955372	3.60895	5.1812	4.75748	6.80193	3.07977	0.999177	3.69815	1.70187	74.9504	77.9671	116.236	167.031	178.717	227.122	251.498	206.241	181.351	0.249309	0.681122	0.61659	0.812857	0.658986	0.580952	0.387097	0.554839	0.388095	0.7729	1.88046	0.915998	5.67124	7.6583	10.7378	11.8676	11.4673	8.44146	7.60007	8.50722	7.87721	13.7598	14.5985	18.2792	20.1166	19.9087	17.6024
12	45	4	0.415918	0.814584	1.27666	1.63111	3.06085	3.97209	3.86575	2.72935	2.20819	1.78708	3.99529	1.97044	2.10581	1.36563	2.03656	1.53289	1.85372	0.516517	25.3766	56.5121	93.4949	118.425	193.748	234.403	224.358	175.782	137.531	0.690323	0.835714	0.612903	0.8	0.354839	0.293333	0.425806	0.374194	0.193333	2.96361	2.27881	2.35934	5.2245	10.5633	15.086	14.2012	14.8346	12.9349	6.30678	6.83546	6.60823	10.7812	18.0016	22.2055	21.6042	22.1865	20.9698
38	45	4	0.653893	0.94343	1.48569	2.77663	2.83626	4.43354	4.32854	3.16993	2.53226	1.45848	1.69304	0.663394	0.350719	1.62859	0.443842	1.03457	2.00151	1.13225	42.6468	63.8289	115.743	191.956	179.547	251.686	238.199	178.967	159.981	0.303226	0.448276	0.116129	0.04	0.412903	0.2	0.193548	0.348387	0.0266667	2.78255	1.17995	3.55945	6.86316	9.12208	14.3986	15.1676	15.2633	10.6993	6.31418	4.9542	10.4409	15.6677	15.644	23.0645	23.4719	23.168	18.7704
43	45	4	0.663405	0.941844	1.28115	1.9717	3.25627	4.01986	3.47409	3.24372	1.75968	2.53719	1.56253	4.29212	2.24765	1.15667	1.16999	5.46399	1.7307	2.42618	39.7687	66.554	80.9189	132.202	184.791	231.362	190.202	178.649	104.463	0.606452	0.471429	0.716129	0.693333	0.283871	0.333333	0.541936	0.464516	0.453333	3.62665	3.65603	6.55687	6.86051	12.497	13.8455	16.525	16.3489	10.9072	7.51457	8.47136	11.8166	12.5091	20.1139	21.9234	24.0106	24.8673	17.4489
3	46	3	0.474875	0.991933	2.17944	2.06789	3.12552	4.00869	4.27056	4.16731	2.26916	1.91388	1.65307	0.00434685	3.33644	1.48561	1.22434	0.604882	0.410534	2.71067	51.2824	93.5226	182.828	149.45	201.643	248.186	251.267	243.405	162.374	0.394489	0.299851	0	0.496181	0.285282	0.169097	0.25336	0.176747	0.160069	1.74447	6.12972	5.15929	9.50316	11.3795	15.7239	16.8091	15.9096	16.4573	6.96228	11.9608	14.9168	16.4401	18.4486	22.8349	24.4289	24.6773	24.4147
5	46	3	0.588478	0.735994	1.30036	2.24933	3.72175	3.44491	4.19551	2.81273	1.78352	4.09675	4.42437	1.27373	4.08678	1.2322	3.01281	1.9745	2.61947	7.71198	67.435	96.9853	109.822	170.702	239.72	219.34	262.149	180.824	125.743	0.396505	0.454241	0.350806	0.392708	0.188172	0.409722	0.352823	0.336358	0.412847	-0.819325	-1.27726	5.06642	7.85625	10.1651	14.4168	17.8095	14.939	13.6	4.53922	4.74005	11.1456	14.4634	18.1676	20.8574	25.4816	21.7055	19.5944
6	46	3	0.537904	0.930766	1.22356	1.94989	3.25537	3.85018	4.82107	3.64197	2.05034	1.58676	10.1019	3.8469	3.22732	3.8998	0.941822	1.42948	1.72386	6.62894	72.182	79.764	110.797	150.212	220.283	240.726	286.722	221.999	146.288	0.245296	0.434986	0.365255	0.354861	0.233871	0.155208	0.174059	0.193548	0.358681	1.26697	4.02598	4.45608	7.99865	12.8702	15.968	18.3982	16.6111	15.4757	6.40326	9.96237	10.1621	14.1517	19.8715	22.9492	26.3231	24.168	21.6876
11	46	3	0.541937	0.88598	1.12923	1.99623	2.72774	3.50115	4.59145	3.50535	1.94061	3.84598	3.78661	9.45054	6.32139	2.31993	1.41019	0.941559	2.04517	5.74039	57.3779	87.9496	96.6023	148.974	180.755	217.274	267.826	206.471	143.515	0.287634	0.308036	0.517809	0.423611	0.374664	0.156944	0.199261	0.340054	0.642014	3.60767	0.747934	5.95775	7.96405	11.481	13.1168	17.3146	16.9234	13.9559	8.60772	6.76643	10.5815	13.6317	17.041	19.7073	24.4303	23.8525	20.4947
12	46	3	0.504104	1.00498	1.43165	2.30906	3.26679	3.64386	4.78833	3.39314	2.7683	5.11764	1.34495	1.40257	1.00703	2.35269	0.998013	0.184845	1.86452	0.726887	49.0623	75.4528	119.32	165.629	212.082	222.799	267.337	205.998	182.522	0.483199	0.333705	0.321909	0.339236	0.365591	0.378125	0.0588038	0.18078	0.121875	3.96126	3.98579	2.6846	6.31743	11.0571	16.2388	17.1007	17.1123	15.2344	9.11977	8.91265	8.8567	13.2349	17.5216	22.5523	24.8939	23.9628	23.6034
14	46	3	0.552133	0.769056	1.28134	2.31155	2.88985	3.06295	4.36668	3.28187	1.88281	9.53251	8.47768	4.88815	1.93662	2.5785	4.26088	0.738023	1.0907	6.27363	44.753	59.3679	113.737	152.691	193.98	198.754	257.693	204.738	138.18	0.645833	0.530532	0.447917	0.378472	0.281586	0.279514	0.125	0.178427	0.328472	3.41951	5.35194	6.15169	7.03083	10.1359	13.5143	16.7053	15.2972	11.4976	7.40572	9.95179	12.3758	13.6272	16.8524	19.8131	24.8245	22.3499	19.0553
15	46	3	0.588507	1.0855	2.02299	2.59647	2.75179	3.98853	4.1674	3.83666	2.52569	3.26392	1.26784	1.06829	0.878741	0.764471	2.75855	0.787544	0.389968	0.571094	71.05	91.5138	167.916	168.797	188.085	242.818	242.739	234.906	164.419	0.302083	0.196801	0.0987903	0.19375	0.275202	0.260764	0.278898	0.179099	0.129514	2.27307	1.84732	3.0049	5.81635	12.3306	15.6334	17.2863	18.3868	14.7588	7.62575	7.39615	11.6071	12.9697	18.0377	22.6747	25.3814	26.8182	22.9817
16	46	3	0.620208	0.928479	0.95243	2.10011	3.25961	4.10571	4.7272	4.17462	1.78309	2.16541	4.39802	5.13577	2.73386	1.39971	1.43469	1.28046	2.73983	4.62133	60.9831	73.2216	81.1041	158.793	210.732	243.182	264.016	237.974	126.167	0.405914	0.446429	0.49832	0.312153	0.313844	0.205903	0.143481	0.166667	0.317708	4.97649	3.96646	5.96095	7.24089	10.9161	14.5912	16.866	16.7907	12.9051	10.2719	8.83055	11.1845	13.8968	17.8605	22.0182	24.7659	24.9102	19.3578
18	46	3	1.12682	0.834884	1.83297	2.14528	3.25052	4.974	4.4777	3.55256	2.03626	0.637659	6.19773	1.30584	3.53071	1.54657	0.169801	1.24058	3.40159	5.0827	79.1075	82.6633	152.081	157.265	213.992	300.408	243.848	214.693	145.015	0.110887	0.390086	0.191868	0.380556	0.208333	0.0694444	0.15625	0.18246	0.342361	2.76718	4.62762	4.60154	6.87518	11.9781	16.5931	18.2451	16.6666	12.9432	8.70709	9.88088	12.2298	13.0057	19.2629	25.2951	26.1575	24.5247	19.1939
19	46	3	0.515606	0.738226	1.3019	2.09755	2.30367	3.18176	3.58773	2.96905	2.66764	4.61034	1.71834	2.11	1.36732	5.31986	2.87988	2.13019	1.4337	0.563266	41.1959	71.9263	111.154	141.554	157.872	201.052	222.404	193.25	195.402	0.418683	0.438616	0.270833	0.227083	0.554435	0.357639	0.273185	0.321909	0.0506944	3.40312	5.50249	6.3408	7.39653	10.5622	13.5284	16.1979	15.4098	12.9169	7.78005	11.0805	12.8422	14.0528	15.9577	19.776	22.8421	21.9773	21.5068
21	46	3	0.742399	0.915143	1.45661	2.47995	3.05057	3.93469	5.23189	3.85245	2.50015	11.7646	1.34555	1.59632	1.81964	1.80816	0.538591	0.391231	0.736846	0.845085	51.4595	73.9403	115.279	166.077	205.734	239.855	288.297	218.884	177.772	0.43078	0.347842	0.401882	0.3375	0.231855	0.118056	0.0793011	0.181788	0.0465278	1.68691	3.90218	6.01202	6.48564	11.1602	16.0674	18.1851	16.2081	14.2441	6.52235	9.09701	12.0095	12.8325	17.4344	22.7643	26.0526	23.9538	21.8247
24	46	3	0.820776	0.64097	1.78995	2.8515	3.23208	3.61561	4.6258	3.53709	2.42818	4.01378	3.81903	1.35442	2.37727	0.673666	1.53433	1.77637	1.71248	1.3255	49.5741	69.1031	132.547	200.675	225.893	220.258	255.881	200.072	165.229	0.319556	0.351935	0.254032	0.111806	0.123656	0.238542	0.261089	0.167003	0.218403	5.97757	5.24556	4.50618	7.5565	11.6808	16.6714	19.962	16.9575	16.0003	10.0552	9.60057	11.1679	15.5977	18.8153	23.5915	27.6122	24.3156	23.0186
27	46	3	0.774442	0.913206	1.55508	2.93594	2.81901	3.69981	4.77039	4.30886	3.68733	0.602405	2.22887	1.13333	2.26522	2.86252	1.25696	0.491034	0.900501	0.012211	62.7701	82.2236	113.51	184.494	199.561	228.182	265.155	243.803	215.321	0.188508	0.309896	0.320901	0.403819	0.481855	0.280903	0.0349462	0.174731	0	-1.82707	5.24477	3.88719	8.6711	10.5038	14.827	19.2793	16.7898	16.4002	3.34889	10.6016	10.1661	15.8589	17.1319	21.5384	26.8987	24.8124	25.3801
29	46	3	0.808376	0.957328	1.5469	2.57742	3.64231	4.09334	4.19482	4.23337	2.642	1.36638	5.59113	2.17591	1.41313	1.09849	0.867201	2.38229	1.17973	0.61238	66.3393	81.0688	117.634	183.548	220.44	243.613	239.388	239.41	161.976	0.119288	0.369792	0.345766	0.223611	0.184812	0.272569	0.340054	0.0984543	0.232292	-0.915377	3.97594	4.12383	9.00842	10.3179	14.647	18.4464	18.3785	17.5947	4.79112	8.52457	9.80185	15.649	16.8219	21.3055	25.3286	26.2509	24.9736
31	46	3	0.655962	1.1737	1.95703	2.16665	3.76855	4.89252	5.53412	4.4178	2.64005	1.2794	1.39107	0.716416	5.97742	0.174075	0.464742	0.128925	1.14105	2.70765	80.6345	106.838	139.145	152.44	242.575	283.07	276.864	231.205	160.879	0.245296	0.225074	0.0964382	0.371181	0.136761	0.0909722	0.0745968	0.208669	0.175347	3.75082	4.85336	7.00891	6.99061	13.0431	15.6262	18.9243	18.1185	14.0843	9.16534	11.3005	14.3177	13.7713	21.2511	24.1467	27.8537	27.3911	23.0274
38	46	3	0.556207	1.14747	1.75144	2.44365	3.52305	4.82901	4.48948	3.39819	2.59905	14.5627	7.38617	3.44768	3.25114	1.84863	1.33324	1.68608	2.50693	3.11363	43.1874	93.1522	135.351	167.608	218.607	265.978	245.637	201.488	163.6	0.702285	0.417026	0.268817	0.288889	0.391129	0.117708	0.261425	0.314516	0.283681	6.60778	1.68351	4.06715	7.85639	11.0802	15.7589	17.449	16.198	11.0335	10.4403	8.05255	12.2283	16.4956	18.9198	25.0258	26.7164	25.542	21.2371
43	46	3	0.56412	1.30034	1.51487	2.8306	3.10281	4.98245	4.49586	4.39955	3.00871	5.56107	0.567745	3.37453	1.69684	1.60649	1.25638	2.58869	0.451776	3.85171	46.1914	105.949	114.065	178.972	197.647	275.994	250.444	236.454	176.169	0.543347	0.170759	0.433132	0.274653	0.431116	0.216319	0.241935	0.0997984	0.144444	4.19941	3.29148	7.69226	7.27821	12.6081	15.0986	17.4287	17.4454	12.0487	9.62603	11.575	15.4205	15.5377	21.233	25.1342	27.1137	27.9926	21.3498
46	46	3	0.808737	1.09	1.86978	2.50058	3.37893	4.96767	5.3038	3.65662	2.76838	2.39095	2.89711	4.57375	6.09197	1.10936	0.698873	0.188162	2.60857	2.80737	59.0787	99.2343	147.967	175.627	224.819	270.873	276.742	206.918	169.388	0.46707	0.176724	0.245968	0.434028	0.31586	0.217361	0.117608	0.353159	0.127431	2.96653	2.02681	3.74934	7.27836	10.4385	16.1138	17.3987	17.0737	13.4954	8.97769	10.327	12.4414	15.2379	19.4128	25.8504	27.1435	26.4143	23.7521
49	46	3	0.945195	1.20748	2.1382	2.8355	3.6985	4.53269	5.36464	4.3451	3.57674	0.839512	2.98559	0.722554	3.22251	3.91008	1.2097	0.38966	0.519216	1.73478	80.332	99.5952	154.131	195.388	219.535	262.334	283.419	236.222	203.319	0.224462	0.410714	0.296035	0.3125	0.33871	0.209375	0.163978	0.272177	0.183681	4.02066	4.7444	5.13269	10.083	12.4721	15.5369	16.8989	16.443	12.5282	11.6923	12.0818	13.946	20.2309	20.153	23.9455	25.8044	25.8791	23.714
3	47	1	0.479407	0.808877	1.58896	1.5388	2.95103	3.36838	3.37995	3.16939	1.98933	2.86242	1.91528	0.171487	2.78472	1.25982	1.29004	1.76524	0.296673	0.89298	30.6006	60.6992	145.102	119.67	208.019	217.533	208.412	185.432	128.635	0.613205	0.443591	0.11426	0.530841	0.302382	0.3	0.331625	0.233042	0.31433	3.09139	5.86263	4.01731	7.78983	8.42403	11.3059	13.3098	12.3638	13.4602	7.3311	10.4814	12.848	15.156	16.8004	19.6761	21.2297	22.0148	22.2834
5	47	1	0.517219	0.653829	1.33549	1.86854	3.0193	2.80916	3.4892	1.92553	1.754	1.5586	1.96556	2.79056	2.31278	1.31175	2.64692	0.995613	3.02934	1.82885	53.5638	74.4185	94.4702	133.998	199.116	168.715	208.563	114.298	114.553	0.225505	0.508011	0.580042	0.608723	0.370817	0.574766	0.309919	0.685861	0.462928	-4.07827	-2.39238	4.48141	5.85577	7.90842	12.3142	12.6317	12.0903	11.1843	0.744008	2.78482	10.1491	12.2923	15.3035	18.535	21.21	18.2418	18.2335
6	47	1	0.410282	0.644328	1.11893	1.80793	2.58911	3.32248	3.83192	3.14377	1.95022	0.57664	2.62634	2.88238	2.18938	2.00374	2.85331	0.346016	0.762996	1.23903	46.5945	55.7992	82.1086	126.553	171.521	208.983	234.257	193.436	139.685	0.20621	0.464389	0.443473	0.555763	0.365993	0.384735	0.154959	0.294242	0.168536	-0.269268	3.26054	3.4586	5.97439	9.81371	11.5687	13.5259	12.4798	11.7221	4.19578	8.08511	8.50482	12.4129	17.9204	19.0767	22.2169	21.8352	21.1402
11	47	1	0.514264	0.74498	1.24966	2.23765	2.39256	3.41206	3.99538	3.05394	1.78754	1.9322	2.4412	2.16311	1.03495	3.62214	1.28461	0.775135	0.596461	1.03155	35.0302	60.5314	88.8483	156.777	162.937	218.03	232.624	177.305	107.521	0.520651	0.623164	0.519747	0.299688	0.63069	0.307788	0.152547	0.286705	0.308723	4.50305	1.13862	4.46358	5.52495	8.85456	11.2795	13.8564	13.4308	12.6238	8.64106	6.24452	9.93665	13.4214	16.4004	18.8636	22.8002	22.1346	19.6537
12	47	1	0.492928	0.821712	1.49512	1.82671	2.87873	3.31962	3.45477	2.41634	2.04424	3.26455	3.91593	1.35393	1.5077	0.686257	1.69648	1.182	3.49054	1.13611	32.9165	48.19	102.955	123.127	196.645	187.286	197.454	146.815	134.019	0.595418	0.883845	0.579439	0.554206	0.241483	0.342056	0.194453	0.542961	0.330218	3.32394	3.44822	2.99391	4.86075	9.00736	13.3018	12.6284	13.5575	11.7826	7.5846	8.1545	8.36692	11.0892	17.3407	21.1916	20.2838	21.1618	20.1919
14	47	1	0.399324	0.619674	1.53349	2.04817	2.46367	2.98242	3.45361	2.61989	2.16225	2.6451	3.8337	1.89116	2.16593	1.93744	1.62711	1.22579	1.17118	1.34822	31.5183	42.3669	120.587	126.685	156.358	188.252	210.021	164.669	152.008	0.707567	0.857235	0.474525	0.623988	0.7347	0.454206	0.291528	0.40006	0.309346	2.19177	4.23495	4.51522	6.37317	7.69041	9.64937	12.7042	12.009	8.92376	6.14717	8.06832	12.4255	11.8433	14.3514	16.3033	21.079	20.0717	17.7946
15	47	1	0.458062	0.638174	1.60318	1.77429	2.28303	3.8208	3.00384	3.05237	1.94551	1.43961	1.98902	0.227197	1.82781	3.1858	1.05843	3.0616	1.30134	2.80508	35.4386	62.1391	145.775	137.341	149.535	243.67	187.034	194.805	135.954	0.446488	0.538384	0.0708471	0.482866	0.660838	0.256075	0.464576	0.315345	0.485047	2.11175	2.03724	1.89192	4.36457	9.22036	11.8116	13.3112	14.7194	12.5988	6.04624	6.70821	11.3587	11.6063	16.3694	20.5672	20.7402	23.5817	20.5881
16	47	1	0.620037	0.999879	1.09132	2.33638	2.83187	3.71225	3.40712	2.89594	1.69906	2.69198	3.48246	2.50566	0.85686	1.57952	1.7741	0.643289	1.31001	3.65127	36.0929	70.1815	92.6922	177.84	183.715	225.355	201.787	186.676	105.094	0.69189	0.62016	0.318058	0.250467	0.575822	0.416199	0.278565	0.290624	0.565421	4.87535	3.67894	4.07961	5.32159	7.81736	11.4913	12.3025	12.4858	10.3683	9.25405	9.1514	10.3434	13.5331	15.7281	19.6933	20.3833	22.1009	16.8947
18	47	1	0.721682	0.78937	1.36958	2.87648	2.9448	4.92382	3.78949	3.33599	1.74466	0.941894	1.77655	1.29458	0.335507	0.523228	0.0426431	1.42698	0.567569	3.92212	37.1373	56.6818	117.822	216.54	195.754	280.489	226.224	203.247	117.839	0.357552	0.474057	0.322279	0.105296	0.213747	0.0130841	0.35514	0.184806	0.634268	3.99214	3.33968	2.56128	4.08189	8.56899	13.3915	14.7162	13.9303	11.093	7.52833	7.86664	10.193	13.798	18.3529	25.448	24.5059	25.3463	18.9022
19	47	1	0.465026	0.68907	1.15027	1.92644	2.76212	2.6656	3.20204	2.63395	2.05007	2.39153	4.1904	1.8783	1.55454	1.97162	1.58404	1.87691	1.74989	0.462	43.9467	48.4519	92.4279	149.326	180.191	162.127	193.437	176.787	144.089	0.660537	0.908879	0.544769	0.464486	0.551402	0.525234	0.539041	0.418752	0.25296	2.00177	5.28192	5.19652	4.51949	8.50955	10.6801	14.0161	11.8898	9.49807	6.37839	9.81353	11.8816	12.026	15.2364	16.7699	21.1497	20.5641	19.0416
21	47	1	0.385911	0.610621	1.02469	1.69517	2.49647	3.0522	3.81208	2.64968	2.26458	2.03734	3.75479	3.44288	2.02205	2.8075	0.757601	0.280732	1.44917	0.568038	43.9875	55.8346	76.6558	121.123	177.083	194.061	235.967	158.032	151.545	0.475731	0.625834	0.882424	0.629283	0.612903	0.177259	0.0804944	0.413928	0.158879	-1.67364	2.30306	3.87177	5.15966	7.52478	11.6566	13.0712	12.1349	10.5153	3.32852	7.11612	9.54963	11.8671	15.3767	18.5909	21.8901	20.1434	19.8968
24	47	1	0.509252	0.771891	1.4836	2.80847	2.82307	3.54097	3.83468	2.88308	2.01218	2.87144	1.51346	2.18708	0.265494	1.58132	3.40485	3.4586	1.28409	1.4202	34.9585	65.0369	119.035	198.068	187.305	202.422	229.053	168.751	138.181	0.668676	0.480307	0.571902	0.0993769	0.468194	0.70405	0.399156	0.429907	0.479439	3.68534	3.73182	3.4578	4.99883	8.84797	13.337	14.1393	13.1342	11.9895	8.40459	8.51201	10.6584	13.9568	17.4462	20.7798	22.726	20.4504	21.4827
27	47	1	0.422295	0.762393	1.36176	2.18944	2.72607	3.04274	3.93777	2.51318	2.35685	1.99213	1.35006	2.82243	1.95722	1.55539	1.38987	2.10422	1.81538	0.679544	38.7958	78.1324	113.905	152.871	178.399	189.009	235.436	156.757	163.36	0.701839	0.348131	0.614712	0.436449	0.482967	0.360748	0.335544	0.578836	0.171963	-2.05958	0.845351	2.23681	6.29872	9.19898	11.372	13.8086	12.1451	10.9904	3.76337	6.84085	9.39478	13.7434	16.1541	18.4928	22.4179	19.755	21.8523
29	47	1	0.544245	0.573053	1.24957	2.44118	3.28722	3.06165	3.47394	3.01619	1.84563	0.892387	1.2213	2.0884	1.28198	1.10626	3.45959	3.08744	0.933888	0.873228	44.6278	56.5693	102.53	167.345	217.869	190.448	204.015	187.141	121.902	0.215858	0.46028	0.473018	0.439252	0.31836	0.61215	0.447694	0.223395	0.434579	-2.87297	2.27233	2.18907	6.89015	7.44283	11.4117	13.85	12.8996	12.9291	1.40555	7.19579	8.80669	15.4622	15.5822	17.7672	21.3294	22.7687	20.9543
31	47	1	0.46935	0.792728	1.4542	1.9271	4.01522	4.27528	4.44002	3.28986	2.45758	0.93702	2.52861	2.43998	2.33487	0.801771	1.19521	0.605883	0.713309	0.567232	45.6919	61.9731	106.559	145.118	254.203	254.422	251.487	200.288	156.192	0.360567	0.543391	0.473922	0.608723	0.251432	0.217445	0.202291	0.246608	0.152336	2.23917	3.65987	5.60068	4.01961	10.7528	11.9234	14.8706	13.0513	11.2185	7.70096	9.35903	13.1611	11.6499	21.2759	22.1912	25.0064	24.0413	22.2991
38	47	1	0.496545	0.953388	1.63311	2.3031	2.71583	4.54405	4.44092	3.40377	2.56863	1.55942	2.86848	1.40234	1.44462	2.62154	0.45032	0.444874	1.52157	0.900072	35.3628	76.9726	127.638	168.409	177.724	266.473	246.285	197.105	160.728	0.455231	0.530454	0.401869	0.257632	0.525475	0.0778816	0.241785	0.371721	0.296573	4.05392	1.27165	2.89351	5.66032	7.57334	12.1124	13.164	12.3879	8.91982	8.15698	6.52142	10.764	13.9866	13.8957	21.8656	22.8648	22.9046	19.6189
43	47	1	0.509162	0.914778	1.32626	2.05647	3.49901	4.08321	3.56018	3.0856	2.24436	5.83884	2.36686	5.57044	2.85343	1.60407	1.07997	2.77122	1.67015	1.81172	39.9019	70.9704	89.0442	145.984	221.107	244.942	209.343	178.459	139.88	0.762134	0.689586	0.868556	0.719003	0.325595	0.234579	0.404884	0.461562	0.520249	3.28869	3.53261	6.27492	5.68394	9.70737	11.6367	13.9591	13.9165	10.1626	8.29408	9.00421	11.4808	12.4216	18.4159	21.0405	22.9003	23.7554	18.8943
46	47	1	0.558704	1.02164	1.5961	2.62199	3.65152	4.11545	3.63685	2.93328	2.77329	4.62194	0.726311	1.81075	1.70004	1.74577	0.709582	2.31723	3.23145	1.28335	42.4396	84.4628	127.282	184.096	235.971	240.868	210.134	166.623	160.475	0.782936	0.433774	0.580645	0.519315	0.378052	0.197508	0.496834	0.745553	0.309034	4.07052	2.48673	2.64454	5.43542	8.76211	12.2085	13.1558	14.4533	11.54	9.06022	8.85087	10.6593	14.4354	17.6248	21.3856	21.5974	22.5604	21.2504
49	47	1	0.64023	1.0603	1.66042	3.01771	3.57391	3.50136	3.75739	3.39143	2.77246	1.68967	3.4436	2.29187	0.648998	4.30526	3.23278	3.01146	2.51652	1.00776	47.9181	76.9572	128.311	206.084	223.562	209.374	221.097	202.884	176.044	0.709376	0.689586	0.607175	0.246417	0.652095	0.697196	0.757311	0.527887	0.376324	5.57504	6.06063	3.65914	7.99645	10.717	12.9422	13.6545	12.6871	9.507	10.26	10.8673	11.4543	19.1193	16.8795	19.7764	20.2306	20.8191	19.4499
3	48	2	0.383781	0.785993	1.65216	1.65542	2.64318	3.11908	3.314	3.27779	2.21818	3.28322	1.3603	0.193283	1.47769	1.38708	1.99217	2.80148	0.630626	1.90084	38.6987	68.7269	155.084	127.35	185.82	198.516	209.625	205.216	146.215	0.524954	0.341981	0.0346926	0.472327	0.418442	0.356289	0.302191	0.117164	0.249057	1.62319	4.52557	2.92443	7.94256	8.20317	12.8443	13.3163	12.5306	14.0117	6.04188	11.8829	13.1405	16.3522	16.5343	21.136	22.2969	22.846	24.1819
