year_harvest	NUMD	ETP_1	ETP_10	ETP_11	ETP_12	ETP_2	ETP_3	ETP_4	ETP_5	ETP_6	ETP_9	PR_1	PR_10	PR_11	PR_12	PR_2	PR_3	PR_4	PR_5	PR_6	PR_9	RV_1	RV_10	RV_11	RV_12	RV_2	RV_3	RV_4	RV_5	RV_6	RV_9	SeqPR_1	SeqPR_10	SeqPR_11	SeqPR_12	SeqPR_2	SeqPR_3	SeqPR_4	SeqPR_5	SeqPR_6	SeqPR_9	Tn_1	Tn_10	Tn_11	Tn_12	Tn_2	Tn_3	Tn_4	Tn_5	Tn_6	Tn_9	Tn17.2_1	Tn17.2_10	Tn17.2_11	Tn17.2_12	Tn17.2_2	Tn17.2_3	Tn17.2_4	Tn17.2_5	Tn17.2_6	Tn17.2_9	Tx_1	Tx_10	Tx_11	Tx_12	Tx_2	Tx_3	Tx_4	Tx_5	Tx_6	Tx_9	Tx010_1	Tx010_10	Tx010_11	Tx010_12	Tx010_2	Tx010_3	Tx010_4	Tx010_5	Tx010_6	Tx010_9	Tx34_1	Tx34_10	Tx34_11	Tx34_12	Tx34_2	Tx34_3	Tx34_4	Tx34_5	Tx34_6	Tx34_9
33	40	0.410027	0.830041	0.220627	0.192826	0.512	1.03508	1.89166	2.90832	2.8453	1.69976	2.21962	3.2602	4.71575	4.30107	1.7398	2.2116	1.62357	0.887095	3.30912	2.23613	44.5395	83.2097	36.2616	33.1941	74.0228	100.868	170.184	220.396	197.651	149.347	0.375688	0.52321	0.719512	0.562156	0.341899	0.435877	0.344715	0.326515	0.600813	0.299187	-0.919357	7.61715	2.63917	-1.74058	-5.08602	4.06584	2.34638	5.80172	10.9598	8.21163	0	0	0	0	0.585366	0	0	0	0	0	4.13885	16.4304	7.36371	2.42382	3.29014	12.366	13.6277	15.4703	18.1785	19.2977	22.5	1.32927	23.2561	21.3902	12.8902	8.46341	8.34146	4.87805	0.0853659	0.0365854	0	0	0	0	0	0	0	0	0	0
36	40	0.309574	0.696637	0.445712	0.361897	0.499999	1.16432	1.48114	2.29027	3.57278	1.34826	5.61759	6.03599	1.01165	6.36489	3.67061	2.37607	3.28533	3.70509	2.17914	4.8751	32.7172	63.8192	53.4453	21.9754	61.0018	98.9868	131.387	170.722	234.535	101.71	0.744689	0.654996	0.252439	0.907553	0.510017	0.528718	0.622764	0.657356	0.549187	0.659756	0.675856	6.10453	-0.671027	2.44965	0.294934	5.39092	3.77878	9.58066	12.6539	9.54038	0	0	0	0	0	0	0	0	0	0	5.25617	11.3412	4.5436	6.43145	6.29648	12.3635	11.2187	17.6247	21.6335	16.9634	26.2073	13.0488	18.378	24.1829	21.378	8.84146	16.439	0.134146	0.097561	0.670732	0	0	0	0	0	0	0	0	0	0
37	40	0.372466	1.04946	0.364209	0.309332	0.556566	1.13732	1.81229	2.47897	3.07321	1.16911	5.70645	1.97098	1.55362	4.10448	4.90707	4.31543	2.0457	4.54607	1.99913	5.03108	37.2187	93.434	40.0452	34.8477	58.3575	114.607	158.197	192.207	217.949	95.5227	0.684107	0.413061	0.324797	0.546814	0.753484	0.56727	0.402033	0.418961	0.388618	0.674797	-1.08249	6.46248	5.40022	2.66515	3.08336	0.359743	4.92933	8.31242	10.7139	10.754	0	0	0	0	0	0	0	0	0	0	4.35982	15.1963	11.067	6.82204	8.5331	8.36815	12.8776	17.9905	19.054	17.4197	21.0366	3.06098	9.91463	20.7439	20.6951	20.4878	7.92683	1.36585	0.0853659	1.14634	0	0	0	0	0	0	0	0	0	0
42	40	0.243007	0.92767	0.319938	0.291009	0.591854	1.2136	1.76387	2.85572	4.07696	1.9196	1.85993	5.36352	1.7634	6.59811	5.07091	1.85833	2.39498	4.00493	1.06129	4.28421	46.9019	84.3785	49.5741	30.3167	71.0219	126.224	150.157	207.429	266.24	137.149	0.458301	0.52321	0.240244	0.791503	0.624895	0.503541	0.481301	0.661684	0.235772	0.504472	-0.653726	6.6586	0.438635	0.455762	1.4847	2.22102	5.71065	10.5478	13.1344	12.9185	0	0	0	0	0	0	0	0	0	0	3.85245	14.6419	6.18578	5.20426	7.94091	10.706	14.6371	19.81	23.0663	22.3275	28.4268	2.09756	19.3415	28.7805	23.6463	13.7317	5.39024	0.097561	0	0	0	0	0	0	0	0	0	0	0	0
48	40	0.311713	1.17248	0.384776	0.207762	0.427238	1.06896	1.97401	2.39725	4.33058	1.9162	1.70714	1.87468	2.31253	2.98922	2.59778	6.11672	2.70414	4.10987	1.58476	1.96818	52.7616	99.1637	55.6248	38.7788	66.7247	110.997	172.485	179.56	280.643	149.304	0.238788	0.356806	0.436585	0.599528	0.525261	0.689221	0.621138	0.697089	0.339431	0.350407	-3.00445	8.93969	1.49571	-1.24865	-1.41934	0.847582	4.78698	9.99333	13.057	11.4184	0	0	0	0	0	0	0	0	0	0	2.52534	18.123	7.60133	2.76267	3.09232	7.63559	13.631	17.2589	23.4258	21.1978	26.7927	0.121951	17.3293	25.1585	22.7561	19.3902	7.62195	1.40244	0.341463	0.0243902	0	0	0	0	0	0	0	0	0	0
49	40	0.371206	0.925125	0.49457	0.380475	0.713596	1.26118	3.07083	2.85544	3.19023	1.7251	3.80745	4.11469	2.15349	1.81286	3.67791	3.59097	0.334842	4.0315	5.06261	3.60883	39.8695	83.7802	52.6011	41.1802	72.059	125.065	235.739	199.072	209.418	132.871	0.733281	0.514555	0.496341	0.395751	0.584059	0.546814	0.114228	0.592447	0.734959	0.347561	2.49221	9.6023	4.05255	0.800212	2.96407	1.68655	7.12049	10.9224	14.0792	13.4721	0	0	0	0	0	0	0	0	0	0	6.72835	17.5688	11.1794	6.0324	9.67211	10.5722	21.125	19.1686	21.5767	22.2691	16.4268	0.0243902	11.4756	20.0732	15.0488	12.0732	1.0122	0.365854	0.0121951	0	0	0	0	0	0	0	0	0	0	0
51	40	0.338901	0.841754	0.353989	0.281565	0.462965	1.24686	2.35501	3.17692	3.69654	1.7482	0.929155	4.47155	1.85405	2.45604	3.45545	2.99326	1.53989	2.05496	3.34406	3.87728	60.2252	81.0144	50.1209	37.0487	68.6277	127.289	190.076	222.679	246.899	148.7	0.211644	0.758065	0.688618	0.551534	0.712108	0.466168	0.411789	0.508655	0.523984	0.442683	-3.85918	6.27804	3.0472	-0.208474	-1.18774	1.3695	6.692	10.7768	12.3054	8.5733	0	0	0	0	0	0	0	0	0	0	2.11666	13.4829	8.4166	3.28367	4.36052	9.56205	16.8924	20.6322	21.3415	17.8302	20.6829	7.34146	15.5	28.5732	24.2683	18.2683	0.914634	0.0121951	0	0.0365854	0	0	0	0	0	0	0	0	0	0
52	40	0.206404	0.842104	0.428268	0.219101	0.479336	1.11798	2.42848	2.18149	3.29702	2.06863	1.86721	1.80847	5.15679	4.84466	4.07234	1.92234	1.42167	3.07992	2.89728	1.70261	37.4482	88.3458	41.1483	30.6627	53.3813	114.84	203.13	168.376	225.055	155.894	0.47797	0.528324	0.818699	0.761998	0.759582	0.3214	0.256504	0.643981	0.602033	0.446341	-3.22283	4.9892	4.99816	-0.253296	-0.324229	1.01747	4.60429	8.49253	12.9487	10.573	0	0	0	0.5	0	0	0	0	0	0	0.849723	14.582	11.0646	4.97417	4.69788	9.75861	16.2791	15.4441	21.9596	21.2694	17.7805	5.17073	10.2683	20.3659	16.1585	14.9878	3.69512	3.15854	0	0	0	0	0	0	0	0	0	0	0	0
55	40	0.214351	0.674091	0.417653	0.337376	0.444603	0.836835	1.61871	1.52741	3.13274	1.73907	2.9326	3.93758	4.76672	5.57671	3.03161	1.94667	4.19089	4.87328	2.80047	3.3633	25.6668	64.2985	37.5964	24.7065	63.8469	87.0862	137.837	126.583	212.957	131.872	0.587333	0.496066	0.52561	0.849725	0.540941	0.45358	0.402439	0.843037	0.552846	0.456098	-0.681721	6.67502	3.61401	1.60259	-2.75378	0.619019	5.49185	7.78258	11.8946	9.55475	0	0	0	0	0	0	0	0	0	0	3.19304	15.1982	9.10332	5.71833	2.81388	7.35297	13.6797	13.9387	21.1651	20.2143	23.1585	4.86585	17.878	25.2561	21.0976	22.2317	7.82927	5.84146	0.0243902	0.0121951	0	0	0	0	0	0	0	0	0.0121951	0
1	41	0.285061	0.671306	0.172497	0.263305	0.727394	0.913092	1.70626	2.55949	3.10039	1.80992	6.44467	4.81299	2.55162	4.25344	0.0208143	4.23485	5.58744	1.97561	5.68509	4.22091	61.3132	101.887	59.9043	47.1839	127.829	116.259	172.567	225.888	237.13	168.566	0.407625	0.609971	0.334632	0.587767	0.012987	0.416422	0.445022	0.404692	0.545022	0.29697	-4.4752	3.75979	0.0277459	-1.3327	-1.9619	1.95498	2.2491	6.16363	9.74883	10.0304	0.311688	0	0	0	0	0	0	0	0	0	0.826677	9.59096	4.0789	2.38936	6.05263	8.54515	10.3408	14.4279	18.0008	18.0135	18.1039	14.3117	26.2857	21.4156	19.4156	15.7792	12.3636	6.12987	3.01299	1.93506	0	0	0	0	0	0	0	0	0	0
2	41	0.218466	0.829181	0.331241	0.19105	0.437184	0.931789	1.98008	2.78793	3.25577	1.796	4.22013	4.46883	2.12921	8.28964	6.18626	3.64652	1.08242	2.67357	5.65573	2.03554	54.4786	115.845	73.6866	43.5679	79.4691	126.004	203.327	233.723	241.06	167.986	0.370758	0.288647	0.439827	0.495601	0.520376	0.421031	0.435498	0.377042	0.458442	0.268831	-4.51914	3.95756	-0.290709	-1.23576	-1.71587	0.532335	1.33796	6.77874	10.4571	9.93974	0.480519	0	0	0	0	0	0	0	0	0	-0.00532495	11.2895	4.81438	2.4815	3.98589	7.01213	9.83094	16.1328	18.36	18.3207	16.5195	10.2987	23.8052	23.4026	18.8052	18.0649	11.974	4.16883	2.18182	2.1039	0	0	0	0	0	0	0	0	0	0
10	41	0.170444	1.03393	0.298333	0.159418	0.396793	1.25494	1.8544	2.00735	2.8469	1.26834	6.92105	3.60769	5.62193	3.41191	4.45853	1.90485	2.93069	3.83474	3.58933	3.61648	49.6308	118.069	66.2092	54.2325	75.6827	151.602	182.175	181.123	224.927	127.094	0.599497	0.430247	0.402597	0.365312	0.636811	0.293674	0.426407	0.632593	0.51039	0.487879	-6.11387	6.59616	1.29598	-5.99046	-2.24485	-1.13928	3.09919	5.3544	8.94584	7.81717	1.23377	0	0	0.272727	0	0	0	0	0	0	-1.09906	14.4562	6.99037	-1.62006	3.17705	6.58456	11.6639	12.5057	16.5416	15.2737	14.8182	5.94805	21.3377	11.2857	23.2078	17.2857	10.8182	8.46753	3.80519	5.74026	0	0	0	0	0	0	0	0	0	0
11	41	0.21341	0.752719	0.239435	0.137954	0.297033	0.68201	1.4165	2.30806	2.336	1.41066	2.43964	2.87779	3.7319	5.83874	3.18775	2.32898	5.1293	3.14279	5.5548	8.5814	54.4994	104.107	53.3939	41.5061	65.3576	97.8356	152.988	195.517	190.362	141.399	0.381232	0.242564	0.335498	0.503142	0.545918	0.467951	0.538528	0.462924	0.64329	0.490476	-3.35257	6.60251	0.640865	-3.38815	-6.49541	-0.417346	1.63836	6.9035	7.62349	7.27195	0	0	0	0.298701	0.467532	0	0	0	0	0	1.48916	13.9633	5.45472	0.133963	-0.814438	5.64711	8.43217	14.6593	14.5886	14.5068	21.2468	4.68831	21.3636	17.3636	12.4026	20.2468	14.4026	6.96104	6.8961	4.79221	0	0	0	0	0	0	0	0	0	0
12	41	0.21101	1.09112	0.331146	0.137968	0.215537	0.606195	1.21254	2.28911	3.04304	1.61748	3.30778	0.159984	7.24354	3.22161	11.3784	4.27	8.65697	2.78512	4.8687	2.39508	44.1095	136.615	54.6834	51.3544	40.4249	93.9752	131.666	203.721	233.283	154.311	0.37411	0.0615836	0.606494	0.304147	0.846475	0.46837	0.718615	0.55132	0.620779	0.536797	-2.74709	6.02302	-0.21285	-7.66342	-4.15832	-4.34977	-0.716255	4.87827	10.5322	9.28332	0	0	0	0.0649351	0.207792	0.246753	0.103896	0	0	0	2.38206	14.0258	5.55844	-3.05913	-0.0127175	1.69618	5.74316	12.4729	18.62	16.8547	22.2987	4.45455	17.2078	6.85714	15.2857	16.8961	16.8182	8.36364	2.15584	2.36364	0	0	0	0	0	0	0	0	0	0
14	41	0.233848	1.00195	0.255477	0.292686	0.391565	1.03041	1.42696	1.98966	2.68209	2.09587	1.12674	1.21428	6.12154	0.242525	2.9616	2.19222	4.05744	2.84732	4.80665	2.64498	55.5043	131.34	63.0098	68.3927	64.1917	133.593	151.653	177.056	212.709	196.243	0.191454	0.12191	0.528571	0.151236	0.355575	0.379556	0.479654	0.651864	0.565801	0.192641	-3.61585	5.13757	-2.2137	-2.05405	-0.508763	0.180153	1.15012	4.83002	7.88502	7.43248	0	0	0.116883	0	0	0	0	0	0	0	1.18862	13.5354	3.13825	2.92408	4.36281	8.04261	8.04713	12.214	15.4522	15.7885	18.8052	7.15584	17.3506	25.7143	22.0519	15.8961	16.6753	8.98701	4.54545	3.51948	0	0	0	0	0	0	0	0	0	0
16	41	0.239837	0.735397	0.392956	0.249301	0.450601	0.770738	1.77469	2.25826	2.85457	1.823	2.58747	3.64517	2.77016	3.06364	4.12719	2.12066	1.28362	5.16257	7.07297	3.90336	51.3034	105.105	77.7349	49.1392	71.1251	107.292	188.469	200.076	230.859	166.553	0.400084	0.265186	0.235498	0.371596	0.515306	0.357771	0.285281	0.62589	0.388312	0.337662	-0.732507	3.1553	-0.690639	-3.8429	-1.33427	0.800964	1.49064	4.9166	7.75418	8.49226	0	0	0.116883	0.337662	0	0	0	0	0	0	4.1542	9.91435	5.62166	0.881629	3.36745	7.2323	9.81359	12.4817	15.4778	17.6508	26.1039	15.2078	19.1818	18.8961	20.1429	15.1818	11.8831	9.55844	4.51948	3.45455	0	0	0	0	0	0	0	0	0	0
18	41	0.218545	0.873647	0.223199	0.221144	0.508623	1.19487	1.92178	2.88662	4.13859	1.56604	1.02393	2.53691	6.08101	1.54311	2.88613	1.13801	1.81048	2.47954	0.755881	6.96052	67.6178	119.705	62.2257	63.4863	100.62	165.592	206.583	244.09	295.927	150.486	0.253037	0.295769	0.557576	0.210725	0.263323	0.272727	0.422944	0.37788	0.177922	0.358874	-4.18065	3.32787	-0.170731	-3.00337	-1.9003	-1.98108	1.12482	6.72031	10.7811	9.80458	0.246753	0	0	0	0	0.012987	0	0	0	0	0.771405	10.1169	4.27137	1.44896	3.76045	6.62338	9.72118	14.8929	21.1964	16.7945	19.4156	11.6883	22.8961	20.3506	19.6753	17.1558	11.9351	5.62338	2.41558	2.90909	0	0	0	0	0	0	0	0	0	0
26	41	0.132355	0.728775	0.271872	0.211743	0.358429	0.796662	2.05669	1.32423	2.88633	1.60286	7.8651	3.44839	5.48748	3.55754	5.47667	2.91685	2.13128	4.19585	3.68394	6.12755	38.3414	105.372	79.2209	53.0053	80.5397	129.271	205.827	139.414	234.042	151.481	0.715124	0.31504	0.2	0.381232	0.497537	0.379556	0.165801	0.749895	0.368398	0.367965	-3.38216	4.93395	0.754972	-2.42767	-4.34887	-2.52881	1.93537	3.6587	8.61681	9.42271	0.025974	0	0	0	0.012987	0.142857	0	0	0	0	0.489795	11.2317	6.38803	2.7863	-0.0767915	3.12543	8.5234	9.73399	16.2736	16.7991	18.3896	12.5455	20.5714	22.1818	15.2597	21.2468	13.8961	12.4675	4.33766	3.22078	0	0	0	0	0	0	0	0	0	0
28	41	0.111464	0.922417	0.168276	0.251992	0.307178	0.712676	0.730761	2.07235	3.3421	2.27457	8.74846	0.151559	4.47334	2.98348	2.54526	4.28487	6.14979	5.20947	3.14169	1.11386	31.5522	120.77	50.9584	51.8855	74.6673	105.403	95.7383	178.333	244.523	200.231	0.776288	0.0770842	0.419913	0.236699	0.380334	0.528697	0.761905	0.584835	0.405628	0.202597	-4.22892	5.53147	-2.85313	-0.660505	-6.10818	-1.01282	0.941623	8.20138	9.8585	9.22842	0.194805	0	0	0	1.11688	0	0	0	0	0	0.0464803	13.6518	1.94959	3.99861	-1.27721	5.2701	6.50592	15.9744	18.7298	19.9349	17.3117	6.44156	13.8831	23.3636	13.7403	23.4286	17.5714	4.74026	4.16883	1.50649	0	0	0	0	0	0	0	0	0	0
33	41	0.280925	0.814825	0.230529	0.177012	0.452647	0.947296	1.61051	2.52939	2.56817	1.83172	3.40025	6.55751	6.31916	3.08212	2.99289	2.98252	1.84216	2.34916	7.23823	4.47914	55.4473	94.0257	55.247	52.1163	92.8168	115.267	182.154	229.483	204.679	172.141	0.22455	0.448261	0.558874	0.449099	0.273191	0.43318	0.376623	0.372015	0.541126	0.210823	-3.63715	6.21602	-0.652893	-4.79777	-5.95797	1.73983	-0.700972	2.71333	7.90538	6.7798	0	0	0	0.012987	0.766234	0	0.012987	0	0	0	1.97178	13.4678	4.44436	-0.256338	1.771	9.21659	8.60623	11.0451	15.2782	16.8056	21.2987	6.94805	23.3247	15.9481	13.961	13.4805	13.1688	12.3117	5.57143	3.31169	0	0	0	0	0	0	0	0	0	0
36	41	0.211278	0.554242	0.253334	0.136222	0.468844	1.26989	1.37658	2.40762	3.46451	1.31019	5.39969	5.9851	1.59458	10.4957	1.94935	1.86229	5.96578	6.2487	2.90387	8.84852	53.8847	90.5138	70.9187	35.1921	85.4127	145.5	146.977	200.207	255.313	128.763	0.672392	0.555928	0.322944	0.743192	0.431354	0.301634	0.735931	0.702137	0.467965	0.731169	-3.05365	3.32424	-1.83472	-2.11077	-2.3913	1.61839	0.347593	6.95651	9.14862	6.61131	0	0	0.0649351	0.207792	0.0909091	0	0.012987	0	0	0	1.83174	9.26587	3.92984	2.55739	3.38532	9.75984	6.44798	14.2347	18.1767	14.1572	22.8442	14.1299	18.2727	20.4935	18.4286	13.7273	17.5714	6.63636	3.37662	5.66234	0	0	0	0	0	0	0	0	0	0
37	41	0.203969	0.997151	0.345777	0.211388	0.4627	1.04102	1.8906	2.61877	3.0989	1.23096	11.3761	4.88892	3.01337	5.18826	9.8458	5.3418	2.1932	7.3396	2.46999	10.3694	51.0798	115.909	64.2033	51.9141	75.6982	136.207	198.034	227.064	244.123	116.467	0.723921	0.428152	0.398701	0.49602	0.647495	0.552576	0.285281	0.501466	0.52987	0.657143	-5.28774	4.35365	3.02073	-1.18191	-1.18328	-3.05938	1.9056	5.70276	7.93087	7.44244	0.480519	0	0	0.025974	0.012987	0.194805	0	0	0	0	-0.436907	12.1553	8.69901	3.04407	4.65798	4.12772	9.61577	13.7256	15.5785	14.7216	14.8182	9.12987	17	22.2338	22.3247	18.6623	13.4416	7.66234	5.84416	5.80519	0	0	0	0	0	0	0	0	0	0
42	41	0.171988	0.769482	0.245479	0.187895	0.416199	1.06326	1.48353	2.78435	3.6957	1.68503	1.34125	4.29502	3.62782	8.21359	5.62442	3.68596	4.75644	3.1398	2.11267	6.28443	67.7404	99.474	61.086	42.505	83.4655	143.963	157.255	225.913	264.417	146.422	0.173858	0.475911	0.451082	0.601173	0.477385	0.368664	0.42684	0.699204	0.497403	0.61645	-4.6452	5.45396	-1.53556	-3.23035	-1.82839	-0.74786	2.76509	8.06296	11.0354	10.309	0.025974	0	0.0909091	0.155844	0.0519481	0	0	0	0	0	0.0482236	11.9512	3.20645	2.08535	4.36137	6.80364	10.2854	16.1754	19.6201	17.9713	15.974	8.35065	17.4935	20.3766	21.8571	18.3506	12.1039	4.20779	1.97403	2.37662	0	0	0	0	0	0	0	0	0	0
48	41	0.268293	0.948974	0.35111	0.160768	0.357515	0.708736	1.58403	2.40961	4.12564	1.91299	1.5308	3.07516	2.12718	4.90118	3.74395	9.07077	4.69211	5.79418	1.91243	2.60532	66.9421	117.063	76.9249	48.6526	83.8083	97.4064	163.213	198.291	293.741	162.105	0.168831	0.436112	0.358874	0.488479	0.318646	0.747801	0.561905	0.691663	0.420779	0.548918	-4.4787	6.76015	-0.429969	-5.37573	-4.35621	-2.53103	2.28405	6.48486	11.3509	9.36173	0.038961	0	0.025974	0.493506	0.0649351	0.25974	0	0	0	0	0.719986	13.7885	5.15001	-1.0207	1.14705	4.08892	9.66142	13.656	19.5325	16.6612	18.0779	5.23377	14.7662	13.1818	17.1948	18.0519	13.1948	7.51948	2.61039	4.87013	0	0	0	0	0	0	0	0	0	0
49	41	0.245131	0.940126	0.499316	0.330943	0.504816	0.996028	2.75031	2.40145	3.01936	1.81235	5.0337	3.3939	2.76174	2.97179	6.38363	4.47916	0.504552	6.79423	7.81514	2.95165	57.2415	113.53	77.1604	66.1436	80.5995	130.485	236.658	192.194	220.801	155.976	0.524927	0.379556	0.447186	0.411395	0.583024	0.613741	0.209524	0.81483	0.719048	0.4671	-1.16978	7.61382	2.48106	-0.968747	-0.400795	-0.882041	6.18725	7.14322	10.3964	11.2595	0.116883	0	0	0	0	0.155844	0	0	0	0	4.01459	14.7765	8.94728	4.37622	5.17664	6.44825	15.7385	14.4863	17.551	18.5491	20.6364	3.25974	16.1299	21.8442	20.2987	16.4545	5.15584	6.54545	3.25974	1.87013	0	0	0	0	0	0	0	0	0	0
51	41	0.273347	0.858936	0.321542	0.236046	0.464402	1.10369	1.89552	3.26173	3.77908	1.89717	3.42878	4.07013	2.89712	4.5447	3.03155	3.25315	1.69071	2.36155	3.87006	7.00979	71.665	102.25	72.0782	54.9301	85.7685	135.134	186.717	249.514	269.415	174.971	0.335568	0.619606	0.52987	0.447842	0.437848	0.540846	0.399567	0.416003	0.549351	0.494372	-5.43755	4.95531	0.0238725	-3.93362	-4.91176	-1.94752	3.93782	8.61643	9.93572	7.02628	0	0	0.0779221	0	0.194805	0	0	0	0	0	-0.340218	11.5386	4.67579	0.410366	1.34477	5.61479	11.9833	17.0505	18.1447	13.947	15.3506	9.97403	19.2597	17.8831	16.2078	19.3506	9.75325	3.94805	2.53247	7	0	0	0	0	0	0	0	0	0	0
52	41	0.198304	1.10096	0.390753	0.153528	0.391259	1.05775	2.29272	2.37469	3.56235	2.09601	2.78507	1.6247	7.17492	6.86627	4.45423	3.15029	1.44853	6.75127	3.22365	1.91529	59.8395	128.321	60.8248	44.3448	75.8462	136.918	221.473	196.717	256.696	178.474	0.612484	0.399665	0.830736	0.700042	0.646568	0.343527	0.303463	0.682447	0.607792	0.454545	-6.34973	3.7589	2.04294	-3.51793	-4.97576	-1.94021	2.81817	5.74194	10.1713	9.15041	0.220779	0	0	0.298701	0.246753	0.142857	0	0	0	0	-1.35513	12.0732	7.63313	1.18928	0.942656	5.35579	11.477	11.8186	17.5582	17.3685	12.013	8.54545	17.9481	19.7532	15.9481	14.961	9.74026	10.7403	3.53247	2.12987	0	0	0	0	0	0	0	0	0	0
55	41	0.261796	0.86772	0.396086	0.169563	0.415801	0.740288	1.77491	1.8577	3.67797	1.77573	3.30467	3.98435	6.22765	9.12069	4.84055	4.1873	4.88994	6.38605	3.73666	5.70525	61.9635	104.78	67.7375	40.6524	89.8056	108.583	173.502	175.036	268.663	153.481	0.573942	0.422287	0.473593	0.7876	0.480983	0.620025	0.480087	0.75199	0.505195	0.425974	-4.19044	5.50613	1.56771	-3.34342	-6.87024	-1.69092	2.65923	3.83394	9.30313	8.1328	0.168831	0	0	0.116883	0.38961	0.103896	0	0	0	0	0.88902	12.2144	7.06623	1.4746	-0.891278	3.94455	9.9824	9.99141	16.7569	16.4928	18.3247	8.07792	19.9091	18.4935	12.1688	23.5974	15.039	13.2727	4.48052	2.83117	0	0	0	0	0	0	0	0	0	0
1	42	0.507684	0.759627	0.277664	0.434004	0.748065	1.03347	1.78115	2.73466	3.21285	1.58354	3.33427	1.9141	2.94895	5.08888	0.494953	2.07945	4.40721	1.69463	1.57553	1.70152	48.1824	94.4763	43.6798	44.2008	107.596	103.174	146.517	213.444	218.059	140.589	0.541713	0.429737	0.4659	0.615869	0.1211	0.527994	0.493487	0.394883	0.381226	0.218774	0.167942	5.93306	3.69761	2.73322	0.100578	4.29515	5.4236	8.91447	12.0966	11.9415	0	0	0	0	0	0	0	0	0	0	6.17118	14.6372	8.47031	7.64704	10.4889	11.9338	13.3901	18.4199	21.0993	21.7073	23.092	1.65517	19.2184	24.1379	11.3103	10.046	8.11494	0.0804598	0	0	0	0	0	0	0	0	0	0	0	0
2	42	0.380123	0.77885	0.543485	0.35335	0.563368	1.03772	2.18534	2.77562	3.58256	1.62109	3.40261	2.26458	2.433	6.08432	2.81745	3.0377	0.862444	2.54718	2.88061	2.53359	48.3008	95.6952	55.5846	29.1831	62.1108	106.699	179.864	210.786	249.603	146.345	0.481275	0.410456	0.450575	0.676678	0.49782	0.581016	0.276245	0.431961	0.324904	0.309579	-0.241974	6.70713	3.92227	3.73604	1.60025	4.35059	4.34952	8.70763	11.8254	11.8646	0	0	0	0	0	0	0	0	0	0	5.08915	15.6967	9.01211	7.75589	8.14713	11.2343	13.0373	19.1504	21.5862	21.7969	15.4483	4.45977	20.092	25.1379	20.6552	10.977	8.03448	0	0	0	0	0	0	0	0	0	0	0	0	0
10	42	0.312364	0.862443	0.36977	0.253299	0.549768	1.33161	1.85483	2.36669	3.18937	1.19046	3.49994	3.48105	3.09122	3.06462	2.80881	1.38603	3.234	2.62503	1.58064	2.54295	51.2777	81.5948	51.7442	40.0692	68.3167	121.113	155.426	193.433	229.863	112.056	0.612162	0.489433	0.498467	0.538005	0.48157	0.375603	0.44751	0.468669	0.202299	0.503448	0.0105298	8.83479	3.88808	-0.908228	1.71233	2.43538	4.75163	6.4394	10.451	9.63383	0	0	0	0	0	0	0	0	0	0	5.92784	16.9678	10.7906	3.51526	7.91018	9.86371	13.8103	15.0845	19.8859	18.6311	29.2299	2.27586	11.9655	24.1034	20.3908	19.908	7.1954	2.51724	0	0	0	0	0	0	0	0	0	0	0.448276	0
11	42	0.332084	0.819426	0.37382	0.262863	0.48882	0.771461	1.61205	1.99916	2.14675	1.25071	2.27764	1.78828	1.45479	4.28275	1.90556	2.95399	3.24698	4.1	3.01548	4.4676	35.9347	91.1977	45.4149	34.2855	62.5927	86.9256	134.693	161.802	169.431	119.51	0.468669	0.269188	0.37318	0.515758	0.676929	0.580645	0.570881	0.638487	0.584291	0.632184	1.7747	9.08147	3.68637	1.08664	-0.780905	3.45989	5.35169	8.60295	10.2293	10.2429	0	0	0	0	0	0	0	0	0	0	7.31674	17.9048	10.4706	6.01805	5.09171	9.55872	12.5855	16.9115	17.9352	18.0375	24.1494	0	9.08046	13.977	18.8851	14.1264	7.27586	0.137931	0.448276	0	0	0	0	0	0	0	0	0	0	0
12	42	0.354908	1.20249	0.386466	0.219099	0.447393	0.728803	1.29429	2.6517	2.94116	1.2761	3.82802	0.174889	5.83146	2.88907	6.23277	2.38546	3.18062	1.22735	3.65259	4.48675	38.8293	119.873	44.8288	30.6797	46.2357	83.2295	121.856	205.677	209.951	117.761	0.644049	0.137189	0.749042	0.476085	0.889163	0.615128	0.700766	0.346311	0.562069	0.540996	1.75855	7.60769	3.46303	-1.63299	2.59424	0.63932	3.02904	7.99327	12.8973	11.4724	0	0	0	0	0	0	0	0	0	0	7.2506	18.213	9.08425	2.77547	6.64645	6.25298	10.5459	17.5428	22.0145	19.0075	23.954	0.0114943	15.1494	23	24.3908	24.8851	15.8046	0.390805	0	0	0	0	0	0	0	0	0	0	0	0
