"year_harvest"	"NUMD"	"ETP_1"	"ETP_10"	"ETP_11"	"ETP_12"	"ETP_2"	"ETP_3"	"ETP_4"	"ETP_5"	"ETP_6"	"ETP_9"	"PR_1"	"PR_10"	"PR_11"	"PR_12"	"PR_2"	"PR_3"	"PR_4"	"PR_5"	"PR_6"	"PR_9"	"RV_1"	"RV_10"	"RV_11"	"RV_12"	"RV_2"	"RV_3"	"RV_4"	"RV_5"	"RV_6"	"RV_9"	"SeqPR_1"	"SeqPR_10"	"SeqPR_11"	"SeqPR_12"	"SeqPR_2"	"SeqPR_3"	"SeqPR_4"	"SeqPR_5"	"SeqPR_6"	"SeqPR_9"	"Tn_1"	"Tn_10"	"Tn_11"	"Tn_12"	"Tn_2"	"Tn_3"	"Tn_4"	"Tn_5"	"Tn_6"	"Tn_9"	"Tn17.2_1"	"Tn17.2_10"	"Tn17.2_11"	"Tn17.2_12"	"Tn17.2_2"	"Tn17.2_3"	"Tn17.2_4"	"Tn17.2_5"	"Tn17.2_6"	"Tn17.2_9"	"Tx_1"	"Tx_10"	"Tx_11"	"Tx_12"	"Tx_2"	"Tx_3"	"Tx_4"	"Tx_5"	"Tx_6"	"Tx_9"	"Tx010_1"	"Tx010_10"	"Tx010_11"	"Tx010_12"	"Tx010_2"	"Tx010_3"	"Tx010_4"	"Tx010_5"	"Tx010_6"	"Tx010_9"	"Tx34_1"	"Tx34_10"	"Tx34_11"	"Tx34_12"	"Tx34_2"	"Tx34_3"	"Tx34_4"	"Tx34_5"	"Tx34_6"	"Tx34_9"	"Class"
"3427"	45	61	0.600705	1.21056	0.714613	0.496462	0.876383	1.7364	2.7034	3.08166	3.93799	2.45914	3.17209	3.8899	5.13833	4.73763	1.80934	1.44232	0.878616	2.38872	1.56946	2.72618	50.184	82.8056	45.9545	34.2413	82.0601	133.204	193.846	202.294	233.82	158.961	0.692699	0.752801	0.834737	0.786078	0.441729	0.406112	0.319298	0.470628	0.401404	0.465965	2.28286	8.8142	7.68856	6.05824	2.46779	5.18554	6.02983	9.11589	12.8953	10.6824	0	0	0	0	0	0	0	0	0	0	6.55032	15.2985	11.943	9.09904	7.83328	12.6517	14.6426	15.7832	20.7311	19.1829	24.6421	0.284211	4.95789	17.3053	19.2421	6.77895	4.89474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3428"	46	61	0.606996	1.20101	0.687727	0.538466	1.00684	1.6718	2.5544	3.73826	4.30251	2.60823	4.95883	3.24732	3.58513	2.91484	0.849694	2.02935	2.87432	1.62013	1.04602	0.933136	39.494	89.3416	48.8791	37.9237	83.6102	132.562	184.322	242.839	257.048	164.13	0.698132	0.618676	0.727368	0.543633	0.479492	0.603056	0.637544	0.333786	0.312632	0.316842	4.53204	7.47466	6.89251	3.42729	3.31251	3.43069	5.69147	8.8377	12.4102	10.3169	0	0	0	0	0	0	0	0	0	0	8.54489	13.4683	11.9763	8.21438	8.17276	9.72775	12.9572	16.0657	19.3474	20.5752	21.2947	3.76842	5.2	22.4737	21.9053	17.8316	6.94737	1.10526	0	0	0	0	0	0	0	0	0	0	0	0	0
"3429"	47	61	0.745623	1.39994	0.77607	0.566783	0.915514	1.84148	2.58093	3.45128	4.53255	2.72054	2.76215	5.29448	1.83424	3.05367	1.84593	1.52261	2.83636	2.22985	1.23727	1.30498	53.4648	88.7262	60.7037	40.8165	85.4344	144.297	185.854	227.393	270.272	160.752	0.728693	0.903905	0.540702	0.604075	0.531579	0.539559	0.620351	0.552462	0.245263	0.397544	5.4213	9.57998	7.14378	3.43949	2.33364	4.45831	6.34059	9.20048	12.6904	12.0713	0	0	0	0	0	0	0	0	0	0	9.06857	15.0233	11.2877	8.00618	6.63262	10.8341	13.2486	15.6057	20.308	19.4982	17.1789	0.494737	6.17895	21.4211	21.4211	15.5474	2.92632	0.168421	0	0	0	0	0	0	0	0	0	0	0	0	0
"3432"	50	61	0.707741	1.64413	0.791294	0.679669	1.18151	1.4901	2.56309	3.3549	4.10992	2.70743	3.83349	1.5076	2.17479	3.9709	1.94907	3.864	2.23174	3.95249	1.12334	1.48908	51.7569	118.15	66.2344	45.2392	98.7218	115.656	191.423	219.444	258.097	173.639	0.603735	0.421392	0.503158	0.559932	0.510345	0.603396	0.615088	0.513073	0.342105	0.457544	5.10074	7.7143	5.43667	3.45849	3.52047	4.74273	5.58526	11.2226	11.4283	10.5252	0	0	0	0	0	0	0	0	0	0	9.48986	15.356	11.1515	7.94974	10.3372	9.76274	12.4536	18.1769	18.5348	18.3745	17.8526	0.968421	9.48421	19.5158	11.1579	18.2	4.29474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3435"	53	61	0.542013	1.15263	0.562324	0.440838	0.811209	1.6493	2.967	3.59558	3.60492	2.35322	2.20009	3.98548	5.84559	3.16272	2.27781	1.03699	0.17554	0.631301	2.1018	1.94108	39.0891	79.5602	39.3094	30.9284	62.8061	129.564	203.106	234.089	219.324	146.522	0.603735	0.638031	0.756491	0.528014	0.605639	0.202037	0.191579	0.288625	0.484211	0.587368	3.40971	8.86904	5.15857	0.299377	5.58183	4.49672	7.75199	9.18845	11.8325	10.6275	0	0	0	0	0	0	0	0	0	0	7.4093	14.9128	9.69866	4.31921	10.0351	11.622	17.123	17.1157	18.068	18.8782	22.0316	0.747368	14.6316	29.5789	14.9368	11.6	0.126316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3436"	54	61	0.614922	1.37862	0.736435	0.639939	0.736231	1.84101	2.03946	2.96984	2.72694	2.20848	2.48722	1.18446	1.06521	8.02142	0.640903	1.06089	4.11382	2.01425	3.4135	2.39344	40.9445	81.5941	50.5651	25.4364	67.1361	134.795	151.528	194.505	168.985	127.62	0.503226	0.612903	0.523509	0.847878	0.333938	0.424448	0.712281	0.564346	0.787719	0.515088	4.96715	10.4271	7.8525	6.05859	1.37422	4.62694	5.36127	9.35156	12.2854	12.4048	0	0	0	0	0	0	0	0	0	0	8.91927	16.598	13.7274	10.3445	6.41259	12.9208	11.4837	15.909	17.7609	20.0737	17.5053	0.0315789	0.789474	11.2842	22.6737	8.29474	6.56842	0.610526	0	0	0	0	0	0	0	0	0	0	0	0	0
"3438"	56	61	0.604451	1.27178	0.681172	0.638267	0.935979	1.57832	2.01623	2.71655	3.60761	2.09603	5.40685	4.92222	4.97552	3.98366	5.46491	1.72886	2.77469	2.89914	1.10822	2.11594	32.1586	73.5815	36.9704	35.6327	58.8875	117.923	142.662	177.299	221.97	125.916	0.960611	0.837351	0.746316	0.648217	0.798496	0.455348	0.454737	0.624109	0.238246	0.642807	5.40163	11.0956	6.18024	5.10808	5.63523	5.31932	7.42844	10.0164	12.5591	12.072	0	0	0	0	0	0	0	0	0	0	9.26609	16.3277	10.4533	9.42964	9.46251	11.536	13.9054	15.6713	19.633	18.8363	19.6842	0.221053	14.9263	20.3579	17.3158	12.1053	1.14737	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3439"	57	61	0.618108	1.29096	0.656279	0.618716	0.800842	1.46559	2.77446	2.65893	4.05673	2.4395	4.57011	3.28613	4.60247	3.47717	3.73515	1.51312	1.46196	2.03351	1.19658	0.367094	34.5424	76.6244	39.8215	26.4094	61.7314	112.328	190.085	175.864	246.83	143.886	0.593209	0.50798	0.656491	0.714092	0.633459	0.450594	0.336491	0.508659	0.149825	0.369123	3.30528	11.1799	8.03077	4.83903	2.00518	4.90011	6.83597	9.31326	11.6687	12.7795	0	0	0	0	0	0	0	0	0	0	8.17982	16.8796	12.1752	8.95709	7.21768	10.2101	14.4782	15.2166	19.0027	20.7841	21.7474	0	3.31579	18.8316	25.2632	14.9684	2.43158	0.126316	0	0	0	0	0	0	0	0	0	0	0	0	0
"3440"	58	61	0.636868	1.20242	0.900479	0.821246	0.869085	1.46327	2.07483	2.96206	2.51666	2.24801	5.37551	1.41696	3.19397	2.21809	4.17578	3.75239	1.61366	1.52537	3.00224	2.23061	33.4555	77.9756	41.8444	38.1555	62.1285	114.067	160.225	198.956	156.465	142.888	0.777929	0.55416	0.76386	0.634635	0.701633	0.609168	0.612632	0.531749	0.642807	0.522456	4.81989	8.86029	9.58674	8.95728	4.35513	3.75773	5.07405	9.9112	12.8855	10.3783	0	0	0	0	0	0	0	0	0	0	8.47687	14.7848	13.6134	12.3099	8.5931	9.27569	11.6826	16.1276	17.5541	17.2994	20.6105	0.0210526	3.71579	3.02105	20.4	19.3263	8.33684	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"3443"	3	62	0.414823	0.679711	0.547973	0.339951	0.675282	1.37828	1.50014	2.86077	3.04981	1.43295	2.83368	3.11275	2.49739	2.16184	2.23557	0.376633	1.85068	1.41048	2.19156	1.7896	30.7354	51.4936	25.6924	20.3417	57.8882	136.389	106.26	190.432	203.499	115.097	0.405851	0.699175	0.750646	0.553138	0.57392	0.109277	0.76124	0.368842	0.369767	0.504134	0.206164	7.55049	4.92778	0.257173	3.50914	1.10656	7.57772	7.18115	11.5655	8.38799	0	0	0	0	0	0	0	0	0	0	4.15913	13.2872	9.76187	3.99331	10.3979	12.4196	15.3884	16.0235	20.392	17.6994	23.7829	3.35659	16.4806	27.0853	14.4186	6.87597	0	0.193798	0	0	0	0	0	0	0	0	0	0	0	0	0
"3444"	4	62	0.533382	0.857931	0.447886	0.479007	0.741321	1.05543	1.8936	2.24385	3.51402	2.04388	2.64722	3.13649	2.13895	2.18819	1.77613	2.42813	1.70406	1.5125	0.14342	1.64	36.3391	66.7685	36.1489	31.8572	58.8674	109.895	137.754	158.711	229.6	134.078	0.588897	0.464616	0.464341	0.366342	0.490864	0.387847	0.459948	0.63891	0.0390181	0.348837	1.46872	7.86102	2.39096	0.141894	-0.595081	-1.22439	4.99924	6.96616	10.1997	12.9639	0	0	0	0	0	0	0	0	0	0	5.69174	14.9786	7.50921	5.78532	5.25912	5.8181	12.5273	14.1365	20.126	23.0982	25.4961	3.33333	26.4884	11.907	25.4961	26.5659	12.186	1.75194	0	0	0	0	0	0	0	0	0	0	0	0	1
"3445"	5	62	0.3657	1.17503	0.329533	0.390103	0.483775	1.09154	1.61056	2.40203	2.43978	1.71028	0.887365	0.950922	1.62049	1.89378	0.68613	1.78838	0.994568	2.30718	3.54516	1.49685	42.8122	103.818	27.3694	34.5486	67.471	87.8296	120.797	169.59	152.879	125.912	0.32108	0.274069	0.527907	0.35909	0.360465	0.504626	0.317054	0.337334	0.600517	0.30155	-6.05301	5.15899	1.62144	-3.42506	-5.9532	2.02088	5.25344	7.45441	12.2662	8.19762	0	0	0	0	0.170543	0	0	0	0	0	-1.3405	15.2255	6.0258	2.41468	0.578852	9.13567	13.6827	15.8457	19.0479	19.0594	10.7674	6.10078	24.186	22.2481	15.6279	17.814	3.35659	0.209302	0	0	0	0	0	0	0	0	0	0	0	0	0
"3446"	6	62	0.229228	0.762034	0.556015	0.300065	0.535792	0.927303	1.75502	2.52005	3.57962	1.53341	0.792362	1.17162	4.06208	0.270239	1.01364	2.26394	1.48714	0.923074	0.974722	0.878614	37.7135	67.8239	36.2279	36.6138	50.4839	85.4995	134.519	177.49	226.651	116.934	0.327332	0.252063	0.520413	0.0835209	0.33761	0.473618	0.44522	0.416854	0.355297	0.329457	-2.65484	5.67489	5.95049	-3.6627	2.29998	1.3166	4.81376	9.34667	11.0453	10.1674	0	0	0	0	0	0	0	0	0	0	1.6549	12.9343	11.7024	0.933181	7.60412	7.22937	13.194	19.2101	21.3633	18.7671	20.2093	3.97674	9.48062	16.4651	22.1783	18.2636	7.24806	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3447"	7	62	0.3318	0.740284	0.466075	0.40022	0.518935	1.25266	1.47732	1.93418	2.90747	1.95359	3.49471	1.99903	2.06209	1.17381	0.379084	2.3248	2.41726	1.58517	1.99224	2.27232	23.3168	72.2147	37.6789	29.2953	67.9179	100.655	114.888	139.572	185.56	143.176	0.738685	0.407352	0.387339	0.311828	0.237542	0.530633	0.629716	0.411853	0.482946	0.241344	1.067	4.42658	4.24844	-0.548721	-2.7422	2.10984	4.19791	8.22669	11.6792	10.3751	0	0	0	0	0	0	0	0	0	0	4.86502	11.5648	8.4854	3.83837	3.03242	9.48256	11.6461	15.9132	20.0924	20.5858	28.1938	13.1318	20.6434	20.4419	25.4341	10.6202	9.25581	0.0930233	0	0	0	0	0	0	0	0	0	0	0	0	0
"3448"	8	62	0.405357	1.21528	0.471214	0.440993	0.670262	0.999782	1.5428	2.78615	3.10286	1.24179	2.05058	0.70962	3.66634	4.35072	3.03834	1.16915	2.64532	1.51939	2.41837	4.01599	40.5132	118.38	34.0895	20.3005	42.0026	92.2441	120.865	192.423	201.462	92.9167	0.433358	0.156539	0.59509	0.806202	0.683832	0.349837	0.59509	0.379345	0.443669	0.65814	-2.66965	4.88933	1.685	2.95118	5.21575	1.38495	6.25024	8.7467	12.9972	8.74138	0.364341	0	0	0	0	0	0	0	0	0	2.52797	15.8536	6.97312	6.9884	10.0998	8.58974	14.3138	17.4986	21.2239	16.7093	15.6589	0.728682	22.1395	24.2248	12.9612	23.1163	1.13178	0.906977	0	0	0	0	0	0	0	0	0	0	0	0	0
"3449"	9	62	0.289043	0.681962	0.385856	0.36311	0.713266	1.23829	1.7646	2.17855	2.82513	1.93232	1.49136	3.06947	2.2202	3.98601	1.58909	1.43138	0.817196	1.92002	1.43152	0.897897	30.1455	53.8017	28.4436	21.8824	62.3534	96.0353	150.081	154.177	196.486	148.588	0.44136	0.594649	0.626873	0.767692	0.442691	0.407602	0.258398	0.476619	0.241602	0.184755	-0.114566	8.93469	1.44558	2.1807	1.65094	3.0571	2.57136	7.97553	10.7229	9.6497	0	0	0	0	0	0	0	0	0	0	4.50056	15.173	6.42623	6.28007	7.8187	10.4185	12.6411	16.7797	19.8543	19.9373	20.7674	6.13953	24.6667	26.1705	19.7209	14.0698	8.65891	1.34884	0	0	0	0	0	0	0	0	0	0	0	0	0
"3453"	13	62	0.357781	0.801423	0.575688	0.247577	0.473291	0.991109	2.31266	2.51471	2.45279	1.71805	1.85583	1.10277	1.94992	1.35554	1.08382	0.883653	0.685915	2.48503	3.37784	1.64414	31.026	61.644	38.776	37.5763	55.5741	104.453	189.011	186.47	169.033	128.799	0.470868	0.376844	0.410594	0.422106	0.343854	0.447112	0.16124	0.44036	0.575711	0.20155	-0.641458	7.1318	4.51666	-1.08499	0.264552	-1.10054	4.09739	9.99284	10.8863	9.52567	0	0	0	0	0	0	0	0	0	0	4.19501	13.2396	10.6811	3.53309	5.73845	6.09874	16.1745	19.465	18.0521	20.2886	22.2868	4.71318	11.5736	19.4341	25.7597	20.8062	3.4186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3455"	15	62	0.254081	1.10689	0.349226	0.40092	0.438183	1.31032	1.52597	2.54471	3.6178	1.72151	1.22082	0.834163	3.41834	0.631983	2.17813	0.305324	1.61416	2.50813	1.11661	1.21778	35.4362	106.317	35.6568	38.7217	58.4466	139.296	128.795	175.824	234.486	152.051	0.408352	0.261565	0.555297	0.20005	0.503045	0.0900225	0.517054	0.606652	0.215762	0.299225	-1.03723	3.71659	2.50199	0.199734	-0.118453	-0.635256	2.40284	8.92961	12.4327	6.33035	0	0	0	0	0	0	0	0	0	0	3.27803	14.7328	7.96796	5.62033	4.4497	10.5439	10.8746	17.1962	21.9045	17.5018	28.3798	2.06202	22.6744	24.4574	27.0078	15.0465	15.4186	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0
"3457"	17	62	0.52081	0.614514	0.536232	0.457353	0.711086	0.715156	1.79393	2.47995	3.51026	1.45771	2.53386	4.82557	2.57089	2.16879	0.486074	2.21782	1.43414	2.36947	2.09746	3.61426	27.7843	49.6142	31.213	28.6788	98.0494	65.1272	140.399	182.828	224.164	99.0802	0.64191	0.906977	0.736951	0.652163	0.191584	0.704426	0.554522	0.416854	0.369509	0.606977	3.63161	4.6664	4.31223	4.19456	-0.655079	1.96302	4.24215	6.9601	11.3809	9.50668	0	0	0	0	0	0	0	0	0	0	7.94916	9.16391	9.04048	8.76966	8.00283	6.92033	12.2197	15.9908	19.8563	17.2873	24.3566	19.5426	18.6512	21.0388	23.5891	26.2403	11.9302	0.364341	0	1	0	0	0	0	0	0	0	0	0	0	1
"3459"	19	62	0.317961	0.776034	0.446373	0.335276	0.51156	0.995006	1.69108	2.52779	2.58534	1.49977	2.52769	2.88425	2.50927	1.9738	3.88339	1.83188	1.98592	2.39289	2.84254	1.82617	34.8749	65.3636	33.8831	31.2003	49.1341	98.0062	144.745	177.873	168.282	120.753	0.571643	0.539135	0.533592	0.413603	0.745293	0.419355	0.450388	0.551388	0.618346	0.423514	1.30292	8.70496	3.8901	-0.947904	3.26851	3.53824	2.90886	8.51947	11.4461	9.58615	0	0	0	0	0	0	0	0	0	0	4.62552	14.804	8.19504	3.4129	8.2088	11.4479	11.3112	16.5071	18.7947	19.2787	25.7519	1.4031	21.9302	24.7752	16.4961	9.47287	12.4264	2.60465	0	0	0	0	0	0	0	0	0	0	0	0	0
"3460"	20	62	0.403611	0.884874	0.598165	0.362586	0.506086	1.01755	1.68253	2.24829	2.66937	1.80679	2.33627	1.68284	3.36325	1.75498	2.56898	4.19239	1.37119	2.88992	2.5161	0.457831	29.3813	77.8108	38.4942	33.6518	38.7496	84.2605	150.081	168.51	185.916	146.208	0.574144	0.335334	0.630749	0.538635	0.552879	0.665416	0.519638	0.494874	0.602584	0.10491	0.538319	7.98056	3.67609	1.92149	-0.233316	3.30449	3.24569	8.43097	11.2451	7.60982	0	0	0	0	0	0	0	0	0	0	4.30393	15.976	8.86281	7.13759	3.87134	9.75725	11.3237	15.6967	18.8432	18.7715	30.8992	0.294574	15.8062	24.7364	11.4651	18.9457	10.9767	1.4186	0	0	0	0	0	0	0	0	0	0	0	0	0
"3461"	21	62	0.307036	0.873778	0.370248	0.478695	0.479098	0.798734	1.59111	2.35646	3.39563	1.68068	1.1898	0.568487	0.576763	4.22581	2.77639	4.21377	2.27893	2.52515	1.95172	1.8102	35.8212	90.8646	53.949	28.6767	48.7057	68.4312	129.622	173.042	226.034	131.871	0.447862	0.169792	0.194315	0.477369	0.580011	0.853463	0.579845	0.623156	0.455297	0.336434	-4.88751	5.23743	1.15078	1.36673	-0.463793	2.7585	3.92918	7.74685	12.4692	8.49396	0	0	0	0	0	0	0	0	0	0	-0.761069	14.939	7.33693	6.39398	4.4123	8.24969	11.5859	16.2499	20.2249	18.2695	16.4031	2.67442	17.8217	15.4264	21.9302	22.5969	12.4884	5	0	0	0	0	0	0	0	0	0	0	0	0	0
"3462"	22	62	0.298212	0.636632	0.320291	0.467207	0.573214	0.820481	2.07648	2.91208	2.78675	1.86051	1.69478	2.2895	2.58698	4.03195	2.44227	2.44144	0.850917	2.06536	3.07686	1.05658	42.804	62.1017	46.1379	27.2009	62.2576	78.0946	167.817	208.096	185.585	153.02	0.423356	0.424606	0.429716	0.580645	0.450682	0.52038	0.28553	0.343836	0.616279	0.210336	-1.60404	7.90307	2.00818	3.37079	3.04882	2.48428	3.59385	7.34193	11.0981	8.97937	0	0	0	0	0	0	0	0	0	0	2.61525	15.0881	7.92892	7.33227	8.42054	8.45114	12.2555	16.2508	18.3211	19.791	23.2248	4.13953	20.3876	18.0543	20.8295	22.8527	11.907	1.60465	0	0	0	0	0	0	0	0	0	0	0	0	0
"3463"	23	62	0.3645	0.764086	0.516983	0.317261	0.529757	1.00273	2.00178	2.37583	2.88016	1.8622	2.31627	2.72432	1.99223	2.59235	1.64885	3.43829	1.05954	2.67522	3.62928	0.77434	38.0262	73.5937	49.7544	30.2016	74.7448	74.7904	161.812	164.614	188.553	140.329	0.660665	0.420105	0.328165	0.693173	0.365449	0.734934	0.335401	0.547637	0.390181	0.287855	-0.332049	5.26627	1.50999	-0.43272	-1.83922	6.0474	5.01847	9.31791	11.1253	10.6737	0	0	0	0	0	0	0	0	0	0	4.38561	12.895	6.8921	4.32259	4.28559	11.9907	13.3765	16.4696	18.7207	20.428	29.5349	6.86822	18.3023	23.0775	25.7907	10.6589	9.12403	2.82946	0.131783	0	0	0	0	0	0	0	0	0	0	0	0
"3464"	24	62	0.307794	0.573056	0.406106	0.268985	0.52681	1.08698	2.24538	2.67385	2.94702	1.46818	2.91668	5.20387	1.31402	3.7371	0.591088	2.87958	0.509511	1.85499	2.80252	2.53049	33.0398	54.2427	44.2892	20.3031	72.1559	110.263	189.216	198.659	205.871	132.085	0.577144	0.750438	0.332041	0.695674	0.298173	0.573393	0.257881	0.44036	0.645995	0.442119	-0.22562	6.65753	3.36452	0.418265	0.475107	1.38091	2.30516	8.3965	13.0975	10.2769	0	0	0	0	0	0	0	0	0	0	4.41617	12.6106	8.79641	4.20332	6.71469	9.60674	12.8418	17.3332	21.0946	19.4164	20.8605	8.48837	19.3488	27.7985	20.5116	20.6977	6.6124	2.1938	0	0	0	0	0	0	0	0	0	0	0	0	0
"3465"	25	62	0.462904	0.587909	0.421123	0.342173	0.648259	1.02683	1.34615	1.65659	3.16787	1.81294	2.26358	3.31534	2.54556	4.24708	2.25708	1.98732	4.31424	3.76627	1.67626	2.18864	32.1436	61.042	38.6672	26.3132	74.0697	98.762	109.276	124.793	211.011	149.473	0.597399	0.490123	0.481395	0.545636	0.472868	0.466117	0.752196	0.731683	0.412661	0.300775	2.82241	7.52692	4.71584	1.85827	-1.50483	2.37296	4.65867	7.6042	12.309	11.1029	0	0	0	0	0	0	0	0	0	0	7.22336	13.1017	10.0736	5.84972	4.28493	9.02084	12.1685	13.7592	21.5175	22.4135	24.7907	3.06977	14.9535	23.9147	21.8682	19.5736	10.5039	3.28682	0	0	0	0	0	0	0	0	0	0	0	0	0
"3467"	27	62	0.235018	0.673743	0.556522	0.228863	0.624727	0.832447	1.86249	2.28161	2.94254	1.23081	1.60362	3.69845	3.00409	1.43799	0.627523	2.10621	2.1057	3.16169	3.35532	3.42842	33.5254	61.4681	46.3118	31.2368	84.1748	85.4594	142.144	164.564	200.868	90.3179	0.605151	0.529882	0.494057	0.309827	0.181063	0.540385	0.524031	0.507627	0.516279	0.745736	-6.91034	7.59504	6.0748	0.164249	-3.60865	0.67157	4.85281	9.15047	10.3121	10.6661	4.28682	0	0	0	0	0	0	0	0	0	-1.31859	13.3505	12.0943	5.23004	4.80597	6.74425	13.2128	16.5253	18.1171	16.9129	13.3488	2.41085	8.90698	28.7985	17.1938	26.5659	8.05426	2.89147	0	0.0775194	0	0	0	0	0	0	0	0	0	0	0
"3469"	29	62	0.447464	1.02549	0.506237	0.424707	0.467982	1.1832	2.26255	2.58746	2.43823	1.64487	1.24656	2.69054	1.60306	3.09887	2.34505	2.47227	0.908177	2.14225	4.15791	2.57074	39.0541	88.2211	46.7257	33.4629	42.2246	111.035	176.536	185.413	155.619	140.544	0.246812	0.374594	0.50155	0.626157	0.708749	0.549387	0.400258	0.461365	0.752713	0.244961	-4.71003	7.82363	4.13429	2.22381	-0.101484	-0.3095	5.69969	6.41831	11.5406	6.92668	0	0	0	0	0	0	0	0	0	0	-0.479309	16.585	10.3564	7.00641	4.34472	6.8322	15.8556	14.4863	17.9182	17.2242	12.6977	1.42636	13.3411	24.6589	20.4884	24.031	4.86047	4.91473	0	0.0620155	0	0	0	0	0	0	0	0	0	0	1
"3470"	30	62	0.535897	0.914396	0.458158	0.409272	0.724057	0.930344	2.30181	2.46079	3.55198	1.67926	4.0703	4.09009	2.18358	1.39688	2.80945	3.74293	0.799455	3.39039	0.92576	2.15228	26.8238	67.8468	42.4599	32.5035	60.621	68.8907	181.551	167.523	223.628	129.387	0.809202	0.612153	0.539535	0.284071	0.55413	0.848462	0.189406	0.63941	0.278295	0.372351	4.16785	8.40392	3.95367	1.77941	1.28564	3.47707	4.67223	10.3922	11.9077	12.6211	0	0	0	0	0	0	0	0	0	0	8.22531	15.2667	8.13642	6.1479	6.6535	8.08687	14.7497	18.0533	20.0718	20.9191	22.9612	1.51938	18.7752	22.0388	23.8062	22.7674	2.86822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3471"	31	62	0.349756	0.858583	0.438095	0.34769	0.645665	1.37586	1.41504	4.08084	3.42383	1.58175	0.962366	2.87559	1.57102	2.90759	2.11792	1.90464	3.70858	0.66587	2.16554	2.02667	41.117	69.5986	55.2006	26.043	58.9431	105.842	110.706	270.805	221.988	111.983	0.442611	0.531883	0.264858	0.562391	0.682447	0.411103	0.608527	0.191548	0.507494	0.399483	1.04197	8.19151	0.859193	4.54902	1.31627	4.53789	3.85278	9.64297	11.2161	10.5475	0	0	0	0	0	0	0	0	0	0	5.6389	14.9569	7.70522	7.5849	7.44704	13.2122	11.1475	21.0445	20.5283	17.4258	29.2946	2.23256	18.6899	26.907	20.062	8.44186	9.75194	0	0.0697674	0	0	0	0	0	0	0	0	0	0	0	0
"3472"	32	62	0.50066	1.05809	0.455336	0.495718	0.994653	1.50474	2.12436	3.57464	2.76616	1.88298	1.87923	1.42154	1.27689	2.95023	3.88358	0.531143	1.92082	0.984902	3.09383	1.68224	31.1379	83.8353	57.2111	35.6902	67.0546	130.354	162.342	245.535	175.749	138.796	0.380095	0.376344	0.215504	0.36034	0.509413	0.228557	0.426098	0.231558	0.600517	0.236176	1.79733	8.35303	1.12016	0.912263	4.07439	2.92057	3.49492	9.57088	11.3399	10.3355	0	0	0	0	0	0	0	0	0	0	5.7415	16.5039	8.53896	6.98189	11.7413	12.448	12.3327	20.1698	18.8258	20.5257	26.7209	0	18.1628	16.3488	7.91473	11.1705	8.17054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3474"	34	62	0.440939	0.915038	0.554855	0.377539	0.695867	1.23044	2.24571	3.98838	3.46007	2.29312	0.44485	1.20771	2.80574	2.05036	1.45828	2.50006	1.42163	1.87599	3.20823	1.64449	47.0608	74.0149	45.5424	42.7462	72.4547	96.9773	164.855	249.178	213.785	149.907	0.210303	0.40035	0.596382	0.285821	0.377974	0.568892	0.364341	0.305576	0.496641	0.35814	-0.963794	5.87288	2.26	-0.67284	-0.312076	2.80593	3.94626	9.2958	11.8207	10.3771	0	0	0	0	0	0	0	0	0	0	4.58796	13.5937	7.64066	4.74098	6.87301	10.1588	13.037	19.8847	20.411	21.7543	25.0543	6.68992	23.186	26.4109	23.7985	14.8992	6.45736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3475"	35	62	0.483587	0.95305	0.487812	0.471531	0.630686	1.62054	2.24441	2.96479	4.13112	1.85904	2.6156	2.30004	4.13135	1.89538	0.574287	0.18518	1.57742	1.86404	1.29031	1.30034	42.2941	80.6005	37.4096	37.7346	58.5574	151.979	168.686	206.321	254.394	130.641	0.557389	0.370343	0.762791	0.342336	0.312016	0.0602651	0.51137	0.510878	0.378036	0.326873	2.28331	4.42887	4.8525	1.15025	-0.71882	0.634048	6.33193	10.0531	12.4604	9.32149	0	0	0	0	0	0	0	0	0	0	7.64957	11.2677	9.90788	5.51939	2.57579	11.0134	15.5614	18.4347	21.6065	19.0083	16.2403	12.876	14.6279	22.8837	23.8062	13.4884	3.00775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
